,id,sentence,sentiment
101,108555_43.txt,That happens when I'm half a mile away and can't see much of anything other than the cops keeping us back and the rescue workers as they trudged in and out of the area.,0
102,108555_45.txt,We are very fragile beings and it does hurt to see that for a fact.,0
103,108555_47.txt,I can't imagine that sort of physical pain and I don't have any way of actually knowing how that feels.,0
104,108555_48.txt,I only wish I didn't have such a clear view (on video) of what it even looks like up close.,0
105,108555_51.txt,"For now, I'm on guard.",0
106,108555_6.txt,"I don't know if I had just relaxed and fallen into a pattern where some much of nothing happened, that I stopped expecting anything at all to happen.",0
107,108555_7.txt,"When the news of the train wreck hit the station, I was just starting my shift.",0
108,108556_10.txt,Sonya got me out of bed and cursed when she smelled the stench emanating from my nether regions.,0
109,108556_11.txt,"Hey, they put me in a damn cage for 8 hours at night with a diaper on, so yes, Sonya, I did shit myself again, and no, I don't feel bad about it.",0
110,108556_16.txt,I was just playing with her ears a little and she got all upset.,0
111,108556_2.txt,"I woke up the folks around 4am and cried for a few hours, on and off, until dad got up, finally, after like half an hour!",0
112,108556_20.txt,That's what we always do on shitty days.,0
113,108556_26.txt,"It's been a long ass week and I need to unwind the only way I know how; pissing off complete strangers and making myself the center of attention, you know how I do.",0
114,108556_8.txt,"I hate it when dad sleeps, gives me the creeps.",0
115,108556_9.txt,I never know if he's dead or just sleeping.,0
116,108559_10.txt,My mom kept apologizing before Christmas about not being able to buy me presents.,0
117,108559_11.txt,"I mean I though she wouldnt be able to, she has zero income.",0
118,108559_12.txt,It made me feel bad for her.,0
119,108559_13.txt,I hope I didnt make her feel like she needed to or anything.,0
120,108559_15.txt,I know this was a crappy Christmas for her.,0
121,108559_16.txt,I just wish I was better at comforting people.,0
122,108559_17.txt,I just feel awkward and speechless when someone cries around me.,0
123,108559_2.txt,It makes me sick when I think about how much money my dad spends on ginger and I.,0
124,108561_10.txt,"I don't think I broke anything, but then again I am not too sure.",0
125,108561_11.txt,"These bits and pieces started to appear over the past month or so, in my shoe, in my pillow...",0
126,108561_12.txt,I initially ignored these fragments of myself.,0
127,108561_15.txt,"Screws, shards of glass, shreds of paper, loose bits of string, a few China-like chips, a handful of fluff and stuffing, and a couple of metal cuttings that I always cut myself on.",0
128,108561_17.txt,"I desperately tried to put them back into me, but I couldn't find their place and so I continued to find them and collect and wonder.",0
129,108561_2.txt,I think I am falling apart I found a screw in my bed as I got up this morning.,0
130,108561_4.txt,I've got no clue where it is from.,0
131,108561_6.txt,It hurt a little when I gave it a tug so I tied a knot and broke the rest off.,0
132,108561_8.txt,Like the flesh coloured chip I coughed up on my way to work.,0
133,108562_17.txt,Too bad I'm about to burst his bubble when we travel Provence together and he learns how rudimentary my French skills are.,0
134,108562_8.txt,"Greg laughed at me, but he doesn't understand a woman's need for coordinating footwear.",0
135,108563_1.txt,"All I can do at those moments is speak brand new lyrics without melody and see if anyone notices instead of looking at me like ive just been hit with a spark of schizophrenia, naturally, yes naturally, I am quite amazingly blushing, while regretting at that moment, what I have said versus what I should have said, so quickly I make my way into my football team's locker room for a pep talk.",0
136,108563_2.txt,"I say to myself, to my team really, you shut your damn eyes for one moment fifty three billion times a fucking day and you call yourself blind?",0
137,108563_5.txt,"I thought being cocky would make his fucking day, so I stood up and laughed right in his face and got my face out of the damn locker room and back out into a seemingly aware-of-myself shyness, but that is not so, and it never is, mind you, so remember that.",0
138,108563_6.txt,"The next thing I knew she was telling me she loved me and my mouth was closed, and I didnt wonder why, I didnt shrug in reality but I did to myself, because the things you say sometimes drive me home and im nervous because you may have had too much to drink tonight.",0
139,108567_13.txt,Although it had some weird kinks that stranged me out.,0
140,108567_15.txt,That apparently isn't supposed to happen they tell me.,0
141,108567_16.txt,I wonder if that is just a quirk/perk/defect of the original PS2 systems or not.,0
142,108567_18.txt,"Of course, I basically kicked it ot the curb, so it is probably already taken over the local EB video shop and is plotting it's revenge upon me.",0
143,108567_19.txt,"I can just imagine all the mind controlled store employees coming after me with memory cards sticking out of their heads chanting ""We must download your braaiinnss"" where is Ash when you need him?",0
144,108567_5.txt,Let me know what to get and what I don't like.,0
145,108567_9.txt,"I kinda felt bad about getting rid of my PS2, though.",0
146,108568_14.txt,Just like that. -_- so there I am all stranded by myself at zombies.,0
147,108568_15.txt,"I was going to take a screenshot of him, but he left so abruptly, that I didn't get a chance.",0
148,108568_19.txt,"The next thing I knew, he was yelling at one of his friends for making him say it:",0
149,108568_3.txt,"So anyway, after much hesitation (mostly cause I didn't want to die... ) We end up heading to Ellinia to board an air ship to Ossyria.",0
150,108568_6.txt,"Once there, we had to go all the way through all the wolf territories, dead mines, and into that place with the lava.",0
151,108568_8.txt,"After about an hour of gathering stuff, we realized that we completely failed.",0
152,108568_9.txt,It's too bad that I forgot to take a screenshot of it.,0
153,108570_3.txt,"By the time I did that, she was feeling a little better, but still unsettled enough that she didn't think she could keep her hair appointment.",0
154,108570_5.txt,"I understand what it is to be anxiety-prone, but I can see that her bouts of it will be hell on wheels to deal with.",0
155,108570_6.txt,I wonder if she's still taking anxiety medication or needs to go back on it.,0
156,108571_1.txt,"I threw up in a cab, my neighbors yard, my sisters trash can, and finally my toilet.",0
157,108571_2.txt,I woke up in my bathroom in my underwear.,0
158,108571_3.txt,I lost $11 and my emergency xanax.,0
159,108571_5.txt,"Apparently, I asked to be taken to the hospital...",0
160,108572_11.txt,"He became fussy after 10 minutes, which I anticipated, so I expressed some milk and gave him a bottle so I could heal from the last nursing session.",0
161,108572_12.txt,"He fell asleep and I laid him in the crib, totally expecting him to wake up angrier than ever after a half hour or so.",0
162,108572_17.txt,I wasn't ready!,0
163,108572_2.txt,Why am I posting at 6a?,0
164,108572_21.txt,There was no way I could sleep now.,0
165,108572_22.txt,I started worrying about everything that could go wrong.,0
166,108572_24.txt,What if I don't hear him get up?,0
167,108572_28.txt,I better turn on the heat just in case (it's a billion degrees).,0
168,108572_3.txt,Because I have been up all night (minus from 10a-3a where things got a bit fuzzy) and it happened.,0
169,108572_30.txt,I should have put him in a new diaper.,0
170,108572_31.txt,What if stops breathing and I'm not there to rouse him!,0
171,108572_32.txt,I think I passed out around 10 then woke right back up.,0
172,108572_36.txt,I feel like such a novice.,0
173,108572_39.txt,"Sometimes I am very hard on myself thinking that I should know better, do more, be more prepared because I have two babies.",0
174,108572_40.txt,I just experienced many of these same trials and transitions so shouldn't it come more natural?,0
175,108572_41.txt,Shouldn't I be better at this?,0
176,108572_42.txt,Will each and every new Nelson baby make me a nervous wreck?,0
177,108572_43.txt,"These changes make me realize how desperately I need the Lord and how without him, I am a pile of anxiety waiting to explode onto whomever finds themselves unlucky enough to be around me at the time.",0
178,108572_6.txt,It was not intentional (it never is).,0
179,108572_7.txt,I laid him down in it at 110p after an hour and a half of not being able to soothe him to sleep.,0
180,108572_8.txt,Our bed was not optimal for sleeping last night.,0
181,108572_9.txt,"It is a billion degrees in the house, all of team Nelson is sick and Gideon couldn't breathe while he nursed which led to him latching and unlatching 234239487 times in a single nursing session.",0
182,108574_11.txt,"So, when did I last rant, Tuesday?",0
183,108574_14.txt,"I'm actually quite pissed off at Justine, but she doesn't catch on and I won't say anything.",0
184,108574_18.txt,"It's not a general family thing, no one's dead, it's just me having the bad day.",0
185,108574_2.txt,Cement shoes and vacant eyes- is it me?,0
186,108574_26.txt,It's like as soon as Dan left sh*t started going down.,0
187,108574_28.txt,So they're doing their 'stuff' and I'm just sitting there becoming quieter.,0
188,108574_31.txt,"So then they turn on country music... LOUD and are all screaming and drinking inside and I'm texting my mom, knowing she won't get it for a few hours because it's 4 am, just because I don't know who else to talk to and it keeps me looking busy so they leave me alone.",0
189,108574_32.txt,"I would have texted Trav, but he had the funeral in the morning and he seemed down enough.",0
190,108574_33.txt,I never met so many Utica Hicks in one sitting.,0
191,108574_35.txt,And somewhere around then one of the drunks who's name I don't remember wanders out onto the porch and starts hitting on me.,0
192,108574_38.txt,Justine was pissed at me for being anti social.,0
193,108574_39.txt,I kept saying I'm just shy and wondered if I really need Utica friends that much.,0
194,108574_40.txt,"When I woke up the majority of people had taken off, leaving me and Justine to foot the hotel bill.",0
195,108574_42.txt,"I was so pissed off and tired, but I've been so aggravated by people I haven't been sleeping.",0
196,108574_43.txt,"I blew so much money this weekend and had a miserable time, and didn't even use or get anything from out of what I spent.",0
197,108574_44.txt,Justine makes more money than me and knows it.,0
198,108574_45.txt,I can't afford this.,0
199,108574_49.txt,I'm out my premed scholarship.,0
200,108574_5.txt,That's all I got.,0
201,108574_50.txt,I didn't realize I had to stick with premed.,0
202,108574_8.txt,"So, the rest of the week didn't particularly get better, hence my return to the livejournal which seems to be a ' so I don't say it outloud' medium.",0
203,108577_14.txt,"Spontaneously, I'm an awful picture taker.",0
204,108577_23.txt,I woke up sick.,0
205,108577_26.txt,"I was supposed to get a new phone, but alltel is the worst carrier in the history of phones.",0
206,108577_35.txt,But we only got to it when it was at number forty.,0
207,108577_36.txt,So we were a little behind.,0
208,108577_38.txt,"I hate going to the mall, I'd much rather internet shop.",0
209,108577_41.txt,"It's their job to be friendly, but they just act like dicks.",0
210,108577_42.txt,"The fitting room was closed at Hollister, I wanted some pants, and so I just bought my pants and they don't fit.",0
211,108577_44.txt,That put a damper on my day.,0
212,108577_49.txt,It's been way too long.,0
213,108577_56.txt,And I'm sure it was in the middle of the night because I was cold.,0
214,108577_57.txt,"It's okay, though, because I've been sick.",0
215,108577_62.txt,My mom complains all the time that I don't get her my dirty clothes until the day she does the laundry.,0
216,108577_63.txt,Like it would be any less to wash if I got it to you yesterday.,0
217,108577_68.txt,Quit fucking complaining because all you have to do is move stuff from washer to dryer and then leave it on the bed for me to fold.,0
218,108577_70.txt,"She makes me a tad angry, if you haven't gathered.",0
219,108578_13.txt,"I had movies too but YouTube wont load them off my phone... boo after the ralley we went to a labor conference at the UW... it was interesting but I couldnt listen to that guy, he kept stuttering and trailing off and he mumbled alot...",0
220,108578_14.txt,I felt bad but it was so hard to pay attention,0
221,108578_2.txt,We got there and there was a huge line... like unbelievably huge.,0
222,108579_11.txt,"I wish it were sooner, I want to hear the heart beat and know that everything is okay in there.",0
223,108579_14.txt,"I was about 191-192 lbs pre pregnancy, and meaning to start a diet pretty much every week.",0
224,108579_17.txt,I just don't want to gain the 60 lbs or whatever it was with Landon.,0
225,108579_20.txt,I just never lost that last 10 lbs to get back to my pre-preggo weight.,0
226,108579_23.txt,"I already am stressing too much, truly.",0
227,108579_24.txt,"Alas, if I don't stress some, I will gain a ton of weight.",0
228,108579_43.txt,I think he was calling her names!,0
229,108579_7.txt,My hormones/emotions are everywhere.,0
230,108579_8.txt,I cried at a commercial for Jiff peanut Butter yesterday.,0
231,108581_5.txt,It's absurd!,0
232,108581_6.txt,We were there for over 10 hours!,0
233,108584_11.txt,"Alas, I suppose I always will.",0
234,108584_14.txt,Last year I forgot most of them,0
235,108584_9.txt,"And yeah, I admit (a bit shamefully) that I do occasionally stare longingly in the mirror and wish my various age creams really made the fine lines disappear.",0
236,1100059_10.txt,"I'm just a bit fed up with people who never watch the news, never bother to vote, never try to improve their own lives and never take responsibility for their own circumstances telling me the media is the source of their problems.",0
237,1100059_11.txt,Four of the last five stories I've covered have involved violence.,0
238,1100059_14.txt,"While suffering through a cold turkey caffeine withdrawal, I watched our friendly neighborhood Hawk kill a pigeon and eat it in my backyard.",0
239,1100059_16.txt,Monday found me south of downtown Los Angeles covering the story of a woman who was killed and set on fire.,0
240,1100059_17.txt,I don't think the police have had any luck in even identifying the woman.,0
241,1100059_19.txt,I had a burrito and a horchata drink for lunch from a place that used to be a McDonalds a couple of blocks from where the woman's burning body had been found.,0
242,1100059_20.txt,How could I eat?,0
243,1100059_23.txt,I can only imagine the impact the sudden loss has had on their lives.,0
244,1100059_24.txt,Such a random accident and one of my greatest fears is the loss of someone close to me through a random accident.,0
245,1100059_31.txt,It's not fun.,0
246,1100059_34.txt,"We were interviewing a lawyer about his client, a suspected serial killer.",0
247,1100059_37.txt,"After the interview, we had to drive all the way across town to do our liveshot in front of the men's Central Jail.",0
248,1100059_4.txt,I think I'm still touchy about my van getting hit with an egg a week ago.,0
249,1100059_50.txt,It died when I didn't give it enough gas.,0
250,1100059_55.txt,"I had a point to make, but again my time is running out and I have to get ready for work.",0
251,1100059_58.txt,"I'm not done here, but it's going to have to wait until later.",0
252,1100059_9.txt,Just don't expect me to agree with you on every point and don't expect me to stop doing my job because you don't approve of the stories we're covering.,0
253,1105370_1.txt,"During Monday, March 3'rd's math class I was horribly distressed by problem 32 a on page 88 of my text book.",0
254,1105370_2.txt,About two seconds into my work on the problem it became evident that I would be required to divide by zero.,0
255,1105370_3.txt,My classmates seemed perplexed by my dismay at such a seemingly simple problem.,0
256,1105370_6.txt,I stated that I did not wish to be responsible for the implosion of the universe and could not think of a more appropriate way to handle the situation so rudely handed to me by the writers of our workbook.,0
257,113667_11.txt,It's very sad.,0
258,113667_12.txt,Here are some pictures of the house and obviously you realize the bodies were still in there when I snapped these photos!,0
259,113667_4.txt,As we pulled up I was told there were two senior citizens killed in the house.,0
260,113667_9.txt,I received a call around 60pm saying the bodies were still in the house.,0
261,1149162_1.txt,I'm so tense about money that my neck and shoulders are like a board.,0
262,1149162_12.txt,I've got a ridiculous migraine.,0
263,1149162_18.txt,Annd I made the mistake of talking to her... >.> about the sims...,0
264,1149162_19.txt,Because I'm desperate for approval obviously ~.~; she showed very mild interest in my legacy while going on and on about how she had all the nudity and sex packs... and how all her sims were gay males with penises...,0
265,1149162_2.txt,Wound so tight that even just a laying on my shoulder makes me pull my back.,0
266,1149162_21.txt,I am so not interested.,0
267,1149162_7.txt,I begged my father to help cover it because I am strapped to my limit.,0
268,1162706_14.txt,"The next week she broke up with me, Monique sent me an email that same weekend.",0
269,1162706_15.txt,I still had a few unresolved issues with us.,0
270,1162706_17.txt,I really just wanted us to be friends and could not understand why she was not for it.,0
271,1162706_19.txt,Ended things I was really hurt so I pulled my dick out.,0
272,1162706_2.txt,I was not born with a dick but I can be a real fat one.,0
273,1162706_23.txt,Shocked by the rejection I told her she was no Monique.,0
274,1162706_24.txt,I wrote blogs talking big false shit.,0
275,1162706_25.txt,"Really stupid, uhh I can really act like a 3rd grade boy with a crush.",0
276,1162706_26.txt,I should have tried a little sensitivity a little understanding a little compromising.,0
277,1162706_27.txt,I tried all of this but it was after I put my foot in my mouth.,0
278,1162706_29.txt,I meant it when I said it but in actuality it's not fair to compare people.,0
279,1162706_3.txt,I question why I am still single.,0
280,1162706_34.txt,The only reason why Rhonda was at Pride because I was not sure ware we stood.,0
281,1162706_35.txt,If I would have had any idea she was thinking relationship Rhonda would have been left at home.,0
282,1162706_36.txt,Communication between us was weird.,0
283,1162706_37.txt,We could only discuss through myspace messages.,0
284,1162706_38.txt,So what we had was really no as amazing as I like to make it seem.,0
285,1162706_40.txt,I just took the ending hard because avoided me and if she would have just told me the deal it would not have been so bad.,0
286,1162706_42.txt,I say this because I said lucks was no Monique tonight.,0
287,1162706_46.txt,I would like for lucks to work towards taking me seriously.,0
288,1162706_48.txt,She does not understand that I want to find someone to date and spend time with.,0
289,1162706_5.txt,Something broke with her and I don't allow people to really know that I am interested until it's too late.,0
290,1162706_51.txt,I would be a liar if I tried to convince her of anything else.,0
291,1162706_52.txt,"Also, I lied so much in my past until I can't even lie anymore.",0
292,1162706_53.txt,I wanted to lie and tell her we don't talk anymore.,0
293,1162706_55.txt,I really hate when people make comments like that but I am serious.,0
294,1162706_56.txt,She kept telling me to stop talking to her.,0
295,1162706_6.txt,So I can't sleep tonight.,0
296,1162706_63.txt,I don't really like fucking all that much.,0
297,1162706_66.txt,"Anyway,I had to tell her no because of her girl.",0
298,1162706_68.txt,It would be because I know she is sleeping with other people and blah blah.,0
299,1162706_72.txt,It does not altogether make them bad girls but they are not good.,0
300,1162706_73.txt,Lucks has potential but I will have to lay low until she is done panty snatching.,0
301,1162706_75.txt,I honestly have no desire to be.,0
302,1162706_84.txt,A Promise of when I fuck up (cause I am going to) it's going to hurt a lot worse then it would if I promised never not to or a promise of when I break my promise you deal with it cause you said you would.,0
303,1162706_86.txt,Ok so I am a little about the possibility of seeing her this weekend blah,0
304,1162706_9.txt,Oh boyy Traci and I were splitting up around this time last year.,0
305,1172689_10.txt,I want to slap that guy and tell him to get a life.,0
306,1172689_11.txt,I dont really give a shit whether Lindsay got busted a third time and its not exactly fair to them for their audience to know they're life story.,0
307,1172689_12.txt,"I mean caleb's name didn't get blasted all over the TV when we had a wreck, so why should some celebrity just trying to act in the movies and shows everyone loves.",0
308,1172689_13.txt,Godd if I was ever famous I would murder the paparazzi.,0
309,1172689_9.txt,I felt sick looking at that site.,0
310,1181212_18.txt,"""I was really nervous.""",0
311,1183401_11.txt,I was scheduled to get the new book today but I'm paranoid,0
312,1183401_15.txt,I'm kicking myself for not taking a picture of the crappy book.,0
313,1183401_3.txt,I was in a rush the day I went in so I did not check them over as well as I should have.,0
314,1183401_4.txt,The calc book they gave me was in horrible condition.,0
315,1183401_7.txt,But it cost me $109!,0
316,1183533_1.txt,Beautician: If you DON'T let ME IN IT'S gon be trouble because YOU messing with MY money!,0
317,1183533_10.txt,It gets worse.,0
318,1183533_16.txt,"But back to the beautician, she told her client that she told the guy, ""I don't have my press badge but you messing with my money and it's gon get serious if you don't let me in to get my pictures.""",0
319,1183533_2.txt,I can't tell you how many times I've wondered who's in charge here.,0
320,1183533_25.txt,Forgive me.,0
321,1183533_3.txt,Just this week I was steamed after seeing some of the people who made it into the media room at the ozone Awards.,0
322,119734_12.txt,"Suddenly, once this throng of people started compressing me and the people around me together, I stopped caring if it was Mick Jagger, and wished that people would spread out a bit more, before I and others got crushed to death.",0
323,119734_13.txt,"It didn't happen, and I was unable to breathe easily.",0
324,119734_14.txt,Panic set in and I could also sense the anxiety in those that I was being crushed against.,0
325,119734_16.txt,It wasn't Mick Jagger. Not even close.,0
326,119734_17.txt,"It was some middle-aged doofus in a blue tee-shirt and jeans, whose big lips and donkey hairstyle may have convinced ignorant sons-of-bitches that he was Mick.",0
327,119734_22.txt,But when the stones came on I was pissed off as hell.,0
328,119734_23.txt,I started wondering if the real Mick had sent out doppelgangers into the crowd to whip people up into some pathetic preconcert frenzy.,0
329,119734_24.txt,"I was convinced that Mick flies around five of this assholes and strategically positions them all around the place, at his own malevolent will.",0
330,119734_25.txt,Being crushed by dim fanboys is pretty much the worst way to go.,0
331,119734_4.txt,"But the more people we add to the mix, the stranger, and uglier we get.",0
332,119734_7.txt,"The closest I've come to being trampled in a stampede was in 2003 during a massive concert in toronto featuring the rolling Stones, AC/DC, and other such shitty bands.",0
333,119734_9.txt,"Suddenly, I heard a load shrill scream, Holy shit!",0
334,1214695_3.txt,He never responded so I had to wait til my emailed schedule came in.,0
335,1214695_5.txt,I'm not happy.,0
336,1214695_6.txt,I'm hoping they cancel because of Gustav.,0
